id,trackGenre,trackGenreLabel,title,artist,popularity,valence,energy,quadrant,spotifyId,youtubeVideoId,youtubeUrl,youtubeSearchUrl
spotify-10MSS0TZ2izKrMTdITLVnk,idm,IDM,Thank You For Everything Part II,Kyson,13,0.039,0.326,sad_low,10MSS0TZ2izKrMTdITLVnk,,,https://www.youtube.com/results?search_query=Kyson%20Thank%20You%20For%20Everything%20Part%20II%20official%20audio
spotify-2g3JoY89ll4v0rnWmzOtD3,idm,IDM,Ti Bom,"Plaid, Tim Hutton",13,0.369,0.68,tense,2g3JoY89ll4v0rnWmzOtD3,,,https://www.youtube.com/results?search_query=Plaid%2C%20Tim%20Hutton%20Ti%20Bom%20official%20audio
spotify-4PJ8vItbBfr1oWbpAOSjqp,idm,IDM,Troidic,Casino Versus Japan,13,0.128,0.754,tense,4PJ8vItbBfr1oWbpAOSjqp,,,https://www.youtube.com/results?search_query=Casino%20Versus%20Japan%20Troidic%20official%20audio
spotify-0HopyN5GmYPIi4pX65vjI8,idm,IDM,Uni Normal,alva noto,13,0.0724,0.58,tense,0HopyN5GmYPIi4pX65vjI8,,,https://www.youtube.com/results?search_query=alva%20noto%20Uni%20Normal%20official%20audio
spotify-6yFgaaGlNFZtv4tNfOHXNO,iranian,Iranian,Distance Experience,Alphaxone,13,0.234,0.254,sad_low,6yFgaaGlNFZtv4tNfOHXNO,,,https://www.youtube.com/results?search_query=Alphaxone%20Distance%20Experience%20official%20audio
spotify-0lbKpmwKQDN81wO0qIP3Al,iranian,Iranian,Immersion,"Alphaxone, Dronny Darko",13,0.098,0.386,sad_low,0lbKpmwKQDN81wO0qIP3Al,,,https://www.youtube.com/results?search_query=Alphaxone%2C%20Dronny%20Darko%20Immersion%20official%20audio
spotify-0bxzpYJUngfWvrMk9lJlMb,minimal-techno,Minimal Techno,Kreatur der Nacht (feat. Isolation Berlin) (Stimming & Johannes Brecht Remix),"Solomun, Isolation Berlin, Stimming, Johannes Brecht",13,0.408,0.571,tense,0bxzpYJUngfWvrMk9lJlMb,,,https://www.youtube.com/results?search_query=Solomun%2C%20Isolation%20Berlin%2C%20Stimming%2C%20Johannes%20Brecht%20Kreatur%20der%20Nacht%20(feat.%20Isolation%20Berlin)%20(Stimming%20%26%20Johannes%20Brecht%20Remix)%20official%20audio
spotify-6UcRsWC5XcXNn2Nhhv9tYz,study,Study,Another Holiday,Justnormal,13,0.22,0.405,sad_low,6UcRsWC5XcXNn2Nhhv9tYz,,,https://www.youtube.com/results?search_query=Justnormal%20Another%20Holiday%20official%20audio
spotify-2snCeMkQMCoKwCOnV71iQu,study,Study,I Can't Breathe,Matt Large,13,0.719,0.793,happy,2snCeMkQMCoKwCOnV71iQu,,,https://www.youtube.com/results?search_query=Matt%20Large%20I%20Can't%20Breathe%20official%20audio
spotify-3jQmWNKsNbEeuglhB3KEL3,study,Study,jack jack,"Justnormal, frumhere",13,0.293,0.611,tense,3jQmWNKsNbEeuglhB3KEL3,,,https://www.youtube.com/results?search_query=Justnormal%2C%20frumhere%20jack%20jack%20official%20audio
spotify-1LqW43WjoLs6yzFg1vyq26,study,Study,Misty Morning,Justnormal,13,0.475,0.399,sad_low,1LqW43WjoLs6yzFg1vyq26,,,https://www.youtube.com/results?search_query=Justnormal%20Misty%20Morning%20official%20audio
spotify-2FvMlJq0bKurGnR77QJvS5,study,Study,stuck up top,"Justnormal, frumhere",13,0.273,0.277,sad_low,2FvMlJq0bKurGnR77QJvS5,,,https://www.youtube.com/results?search_query=Justnormal%2C%20frumhere%20stuck%20up%20top%20official%20audio
spotify-2WsV7i7DLaCJpNWaZ50lzz,study,Study,Sun Screen,Timothy Infinite,13,0.279,0.431,sad_low,2WsV7i7DLaCJpNWaZ50lzz,,,https://www.youtube.com/results?search_query=Timothy%20Infinite%20Sun%20Screen%20official%20audio
spotify-7C3lbQVR3vlo8WCHNiwycv,study,Study,Time Stands Still,"xJ-Will, 2Infinity",13,0.473,0.278,sad_low,7C3lbQVR3vlo8WCHNiwycv,,,https://www.youtube.com/results?search_query=xJ-Will%2C%202Infinity%20Time%20Stands%20Still%20official%20audio
spotify-4tY5T47X3QHTzMnNLKA847,study,Study,You Don't Understand,Lomoplay,13,0.404,0.411,sad_low,4tY5T47X3QHTzMnNLKA847,,,https://www.youtube.com/results?search_query=Lomoplay%20You%20Don't%20Understand%20official%20audio
spotify-0504BmZ0EdVRO4faj6q0Yc,afrobeat,Afrobeat,Monsieur le Maire de Niafunké,"Ali Farka Touré, Toumani Diabaté",12,0.376,0.427,sad_low,0504BmZ0EdVRO4faj6q0Yc,,,https://www.youtube.com/results?search_query=Ali%20Farka%20Tour%C3%A9%2C%20Toumani%20Diabat%C3%A9%20Monsieur%20le%20Maire%20de%20Niafunk%C3%A9%20official%20audio
spotify-01SGzEGI5Z499vAQryTdHU,breakbeat,Breakbeat,Analogue Test Oct 16 - Bonus Track,Orbital,12,0.205,0.786,tense,01SGzEGI5Z499vAQryTdHU,,,https://www.youtube.com/results?search_query=Orbital%20Analogue%20Test%20Oct%2016%20-%20Bonus%20Track%20official%20audio
spotify-3VNcT7LYKhdZhwbEnvYPOe,breakbeat,Breakbeat,Bass Switch,DJ Baby Anne,12,0.518,0.896,happy,3VNcT7LYKhdZhwbEnvYPOe,,,https://www.youtube.com/results?search_query=DJ%20Baby%20Anne%20Bass%20Switch%20official%20audio
spotify-1S82uDbVY7hAlcusuUhCam,breakbeat,Breakbeat,Hold On - Mixed,Stanton Warriors,12,0.805,0.972,happy,1S82uDbVY7hAlcusuUhCam,,,https://www.youtube.com/results?search_query=Stanton%20Warriors%20Hold%20On%20-%20Mixed%20official%20audio
