id,title,artist,album,quadrant,valence,energy,durationMs,analysisConfidence,categorySource,audioUrl,downloadUrl,externalUrl,licenseUrl,source
archive-nineinchnails_ghosts_I_IV-22,22 Ghosts III,Nine Inch Nails,Ghosts I-IV,tense,0.08,0.62,151070,0.83,curated_archive_mainstream_instrumental,https://archive.org/download/nineinchnails_ghosts_I_IV/22_Ghosts_III_320kb.mp3,https://archive.org/download/nineinchnails_ghosts_I_IV/22_Ghosts_III_320kb.mp3,https://archive.org/details/nineinchnails_ghosts_I_IV,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,curated_archive
archive-nineinchnails_ghosts_I_IV-23,23 Ghosts III,Nine Inch Nails,Ghosts I-IV,sad_low,0.08,0.18,163500,0.83,curated_archive_mainstream_instrumental,https://archive.org/download/nineinchnails_ghosts_I_IV/23_Ghosts_III_320kb.mp3,https://archive.org/download/nineinchnails_ghosts_I_IV/23_Ghosts_III_320kb.mp3,https://archive.org/details/nineinchnails_ghosts_I_IV,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,curated_archive
commons-64742333,Impact Prelude,Kevin MacLeod,Incompetech Instrumental Essentials,happy,0.5,0.5,202971,0.45,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/1/10/Impact_Prelude_%28ISRC_USUAN1100617%29.mp3,https://upload.wikimedia.org/wikipedia/commons/1/10/Impact_Prelude_%28ISRC_USUAN1100617%29.mp3,https://commons.wikimedia.org/wiki/File:Impact_Prelude_(ISRC_USUAN1100617).mp3,https://creativecommons.org/licenses/by/3.0,wikimedia_commons
commons-64734110,In Your Arms,Kevin MacLeod,Incompetech Instrumental Essentials,relaxed,0.68,0.48,168751,0.69,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/3/38/In_Your_Arms_%28ISRC_USUAN1500042%29.mp3,https://upload.wikimedia.org/wikipedia/commons/3/38/In_Your_Arms_%28ISRC_USUAN1500042%29.mp3,https://commons.wikimedia.org/wiki/File:In_Your_Arms_(ISRC_USUAN1500042).mp3,https://creativecommons.org/licenses/by/3.0,wikimedia_commons
commons-8093020,"Interloper (MacLeod, Kevin)",Kevin MacLeod,Incompetech Instrumental Essentials,tense,0.28,0.74,262661,0.75,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/5/57/Interloper_%28MacLeod%2C_Kevin%29_%28ISRC_USUAN1100401%29.oga,https://upload.wikimedia.org/wikipedia/commons/5/57/Interloper_%28MacLeod%2C_Kevin%29_%28ISRC_USUAN1100401%29.oga,"https://commons.wikimedia.org/wiki/File:Interloper_(MacLeod,_Kevin)_(ISRC_USUAN1100401).oga",https://creativecommons.org/licenses/by/3.0/us/deed.en,wikimedia_commons
archive-nineinchnails_ghosts_I_IV-24,24 Ghosts III,Nine Inch Nails,Ghosts I-IV,sad_low,0.08,0.18,159290,0.83,curated_archive_mainstream_instrumental,https://archive.org/download/nineinchnails_ghosts_I_IV/24_Ghosts_III_320kb.mp3,https://archive.org/download/nineinchnails_ghosts_I_IV/24_Ghosts_III_320kb.mp3,https://archive.org/details/nineinchnails_ghosts_I_IV,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,curated_archive
commons-64741421,Investigations,Kevin MacLeod,Incompetech Instrumental Essentials,happy,0.5,0.5,93545,0.45,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/8/83/Investigations_%28ISRC_USUAN1100646%29.mp3,https://upload.wikimedia.org/wikipedia/commons/8/83/Investigations_%28ISRC_USUAN1100646%29.mp3,https://commons.wikimedia.org/wiki/File:Investigations_(ISRC_USUAN1100646).mp3,https://creativecommons.org/licenses/by/3.0,wikimedia_commons
commons-64756496,Serene,Kevin MacLeod,Incompetech Instrumental Essentials,relaxed,0.5,0.2,130513,0.63,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/6/64/Serene_%28ISRC_USUAN1100082%29.mp3,https://upload.wikimedia.org/wikipedia/commons/6/64/Serene_%28ISRC_USUAN1100082%29.mp3,https://commons.wikimedia.org/wiki/File:Serene_(ISRC_USUAN1100082).mp3,https://creativecommons.org/licenses/by/3.0,wikimedia_commons
commons-8172765,"Firesong (MacLeod, Kevin)",Kevin MacLeod,Incompetech Instrumental Essentials,tense,0.39,0.56,212950,0.69,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/3/3b/Firesong_%28MacLeod%2C_Kevin%29_%28ISRC_USUAN1100598%29.oga,https://upload.wikimedia.org/wikipedia/commons/3/3b/Firesong_%28MacLeod%2C_Kevin%29_%28ISRC_USUAN1100598%29.oga,"https://commons.wikimedia.org/wiki/File:Firesong_(MacLeod,_Kevin)_(ISRC_USUAN1100598).oga",https://creativecommons.org/licenses/by/3.0/us/deed.en,wikimedia_commons
archive-nineinchnails_ghosts_I_IV-15,15 Ghosts II,Nine Inch Nails,Ghosts I-IV,sad_low,0.08,0.18,113140,0.83,curated_archive_mainstream_instrumental,https://archive.org/download/nineinchnails_ghosts_I_IV/15_Ghosts_II_320kb.mp3,https://archive.org/download/nineinchnails_ghosts_I_IV/15_Ghosts_II_320kb.mp3,https://archive.org/details/nineinchnails_ghosts_I_IV,http://creativecommons.org/licenses/by-nc-sa/3.0/us/,curated_archive
commons-64734903,Adventure Meme,Kevin MacLeod,Incompetech Instrumental Essentials,happy,0.59,0.58,101120,0.57,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/0/0b/Adventure_Meme_%28ISRC_USUAN1400057%29.mp3,https://upload.wikimedia.org/wikipedia/commons/0/0b/Adventure_Meme_%28ISRC_USUAN1400057%29.mp3,https://commons.wikimedia.org/wiki/File:Adventure_Meme_(ISRC_USUAN1400057).mp3,https://creativecommons.org/licenses/by/3.0,wikimedia_commons
commons-64752377,Daybreak,Kevin MacLeod,Incompetech Instrumental Essentials,relaxed,0.59,0.3,200699,0.63,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/b/b1/Daybreak_%28ISRC_USUAN1100266%29.mp3,https://upload.wikimedia.org/wikipedia/commons/b/b1/Daybreak_%28ISRC_USUAN1100266%29.mp3,https://commons.wikimedia.org/wiki/File:Daybreak_(ISRC_USUAN1100266).mp3,https://creativecommons.org/licenses/by/3.0,wikimedia_commons
commons-64729144,Darkling,Kevin MacLeod,Incompetech Instrumental Essentials,tense,0.48,0.58,169770,0.63,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/0/02/Darkling_%28ISRC_USUAN1700050%29.mp3,https://upload.wikimedia.org/wikipedia/commons/0/02/Darkling_%28ISRC_USUAN1700050%29.mp3,https://commons.wikimedia.org/wiki/File:Darkling_(ISRC_USUAN1700050).mp3,https://creativecommons.org/licenses/by/3.0,wikimedia_commons
commons-64748119,Dark Dance,Kevin MacLeod,Incompetech Instrumental Essentials,sad_low,0.48,0.48,195500,0.69,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/8/8a/Dark_Dance_%28ISRC_USUAN1100398%29.mp3,https://upload.wikimedia.org/wikipedia/commons/8/8a/Dark_Dance_%28ISRC_USUAN1100398%29.mp3,https://commons.wikimedia.org/wiki/File:Dark_Dance_(ISRC_USUAN1100398).mp3,https://creativecommons.org/licenses/by/3.0,wikimedia_commons
commons-64727963,Jazz Brunch,Kevin MacLeod,Incompetech Instrumental Essentials,happy,0.59,0.5,323109,0.51,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/9/9b/Jazz_Brunch_%28ISRC_USUAN1700074%29.mp3,https://upload.wikimedia.org/wikipedia/commons/9/9b/Jazz_Brunch_%28ISRC_USUAN1700074%29.mp3,https://commons.wikimedia.org/wiki/File:Jazz_Brunch_(ISRC_USUAN1700074).mp3,https://creativecommons.org/licenses/by/3.0,wikimedia_commons
commons-64734484,Infinite Perspective,Kevin MacLeod,Incompetech Instrumental Essentials,relaxed,0.5,0.38,345078,0.63,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/9/90/Infinite_Perspective_%28ISRC_USUAN1500024%29.mp3,https://upload.wikimedia.org/wikipedia/commons/9/90/Infinite_Perspective_%28ISRC_USUAN1500024%29.mp3,https://commons.wikimedia.org/wiki/File:Infinite_Perspective_(ISRC_USUAN1500024).mp3,https://creativecommons.org/licenses/by/3.0,wikimedia_commons
commons-64734715,Urban Gauntlet,Kevin MacLeod,Incompetech Instrumental Essentials,tense,0.39,0.66,209032,0.63,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/f/fa/Urban_Gauntlet_%28ISRC_USUAN1500009%29.mp3,https://upload.wikimedia.org/wikipedia/commons/f/fa/Urban_Gauntlet_%28ISRC_USUAN1500009%29.mp3,https://commons.wikimedia.org/wiki/File:Urban_Gauntlet_(ISRC_USUAN1500009).mp3,https://creativecommons.org/licenses/by/3.0,wikimedia_commons
commons-64733088,Final Battle of the Dark Wizards,Kevin MacLeod,Incompetech Instrumental Essentials,sad_low,0.28,0.48,271621,0.69,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/8/8a/Final_Battle_of_the_Dark_Wizards_%28ISRC_USUAN1500085%29.mp3,https://upload.wikimedia.org/wikipedia/commons/8/8a/Final_Battle_of_the_Dark_Wizards_%28ISRC_USUAN1500085%29.mp3,https://commons.wikimedia.org/wiki/File:Final_Battle_of_the_Dark_Wizards_(ISRC_USUAN1500085).mp3,https://creativecommons.org/licenses/by/3.0,wikimedia_commons
commons-64737507,Prelude and Action,Kevin MacLeod,Incompetech Instrumental Essentials,happy,0.5,0.58,98847,0.51,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/1/1c/Prelude_and_Action_%28ISRC_USUAN1100887%29.mp3,https://upload.wikimedia.org/wikipedia/commons/1/1c/Prelude_and_Action_%28ISRC_USUAN1100887%29.mp3,https://commons.wikimedia.org/wiki/File:Prelude_and_Action_(ISRC_USUAN1100887).mp3,https://creativecommons.org/licenses/by/3.0,wikimedia_commons
commons-64728317,Backbay Lounge,Kevin MacLeod,Incompetech Instrumental Essentials,relaxed,0.68,0.4,266554,0.63,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/e/e2/Backbay_Lounge_%28ISRC_USUAN1700068%29.mp3,https://upload.wikimedia.org/wikipedia/commons/e/e2/Backbay_Lounge_%28ISRC_USUAN1700068%29.mp3,https://commons.wikimedia.org/wiki/File:Backbay_Lounge_(ISRC_USUAN1700068).mp3,https://creativecommons.org/licenses/by/3.0,wikimedia_commons
commons-64732055,Super Power Cool Dude,Kevin MacLeod,Incompetech Instrumental Essentials,tense,0.48,0.58,235703,0.63,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/4/4e/Super_Power_Cool_Dude_%28ISRC_USUAN1600036%29.mp3,https://upload.wikimedia.org/wikipedia/commons/4/4e/Super_Power_Cool_Dude_%28ISRC_USUAN1600036%29.mp3,https://commons.wikimedia.org/wiki/File:Super_Power_Cool_Dude_(ISRC_USUAN1600036).mp3,https://creativecommons.org/licenses/by/3.0,wikimedia_commons
commons-64731914,Dreamer,Kevin MacLeod,Incompetech Instrumental Essentials,sad_low,0.39,0.38,204069,0.69,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/d/d5/Dreamer_%28ISRC_USUAN1600043%29.mp3,https://upload.wikimedia.org/wikipedia/commons/d/d5/Dreamer_%28ISRC_USUAN1600043%29.mp3,https://commons.wikimedia.org/wiki/File:Dreamer_(ISRC_USUAN1600043).mp3,https://creativecommons.org/licenses/by/3.0,wikimedia_commons
commons-64737999,Heroic Age,Kevin MacLeod,Incompetech Instrumental Essentials,happy,0.5,0.5,97463,0.45,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/4/44/Heroic_Age_%28ISRC_USUAN1100848%29.mp3,https://upload.wikimedia.org/wikipedia/commons/4/44/Heroic_Age_%28ISRC_USUAN1100848%29.mp3,https://commons.wikimedia.org/wiki/File:Heroic_Age_(ISRC_USUAN1100848).mp3,https://creativecommons.org/licenses/by/3.0,wikimedia_commons
commons-8173721,"Kool Kats (MacLeod, Kevin)",Kevin MacLeod,Incompetech Instrumental Essentials,relaxed,0.68,0.4,200777,0.63,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/9/9f/Kool_Kats_%28MacLeod%2C_Kevin%29_%28ISRC_USUAN1100601%29.oga,https://upload.wikimedia.org/wikipedia/commons/9/9f/Kool_Kats_%28MacLeod%2C_Kevin%29_%28ISRC_USUAN1100601%29.oga,"https://commons.wikimedia.org/wiki/File:Kool_Kats_(MacLeod,_Kevin)_(ISRC_USUAN1100601).oga",https://creativecommons.org/licenses/by/3.0/us/deed.en,wikimedia_commons
commons-64755269,Night on the Docks - Sax,Kevin MacLeod,Incompetech Instrumental Essentials,tense,0.37,0.5,174080,0.63,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/7/7c/Night_on_the_Docks_-_Sax_%28ISRC_USUAN1100137%29.mp3,https://upload.wikimedia.org/wikipedia/commons/7/7c/Night_on_the_Docks_-_Sax_%28ISRC_USUAN1100137%29.mp3,https://commons.wikimedia.org/wiki/File:Night_on_the_Docks_-_Sax_(ISRC_USUAN1100137).mp3,https://creativecommons.org/licenses/by/3.0,wikimedia_commons
commons-64732757,Immersed,Kevin MacLeod,Incompetech Instrumental Essentials,sad_low,0.39,0.38,248973,0.69,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/1/10/Immersed_%28ISRC_USUAN1600010%29.mp3,https://upload.wikimedia.org/wikipedia/commons/1/10/Immersed_%28ISRC_USUAN1600010%29.mp3,https://commons.wikimedia.org/wiki/File:Immersed_(ISRC_USUAN1600010).mp3,https://creativecommons.org/licenses/by/3.0,wikimedia_commons
commons-64737672,The Snow Queen,Kevin MacLeod,Incompetech Instrumental Essentials,happy,0.5,0.5,220056,0.45,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/f/f3/The_Snow_Queen_%28ISRC_USUAN1100872%29.mp3,https://upload.wikimedia.org/wikipedia/commons/f/f3/The_Snow_Queen_%28ISRC_USUAN1100872%29.mp3,https://commons.wikimedia.org/wiki/File:The_Snow_Queen_(ISRC_USUAN1100872).mp3,https://creativecommons.org/licenses/by/3.0,wikimedia_commons
commons-64734596,Ultralounge,Kevin MacLeod,Incompetech Instrumental Essentials,relaxed,0.68,0.4,316865,0.63,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/8/8d/Ultralounge_%28ISRC_USUAN1500017%29.mp3,https://upload.wikimedia.org/wikipedia/commons/8/8d/Ultralounge_%28ISRC_USUAN1500017%29.mp3,https://commons.wikimedia.org/wiki/File:Ultralounge_(ISRC_USUAN1500017).mp3,https://creativecommons.org/licenses/by/3.0,wikimedia_commons
commons-64755281,Night on the Docks - Trumpet,Kevin MacLeod,Incompetech Instrumental Essentials,tense,0.37,0.5,174080,0.63,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/4/48/Night_on_the_Docks_-_Trumpet_%28ISRC_USUAN1100136%29.mp3,https://upload.wikimedia.org/wikipedia/commons/4/48/Night_on_the_Docks_-_Trumpet_%28ISRC_USUAN1100136%29.mp3,https://commons.wikimedia.org/wiki/File:Night_on_the_Docks_-_Trumpet_(ISRC_USUAN1100136).mp3,https://creativecommons.org/licenses/by/3.0,wikimedia_commons
commons-64755294,Night on the Docks - Piano,Kevin MacLeod,Incompetech Instrumental Essentials,sad_low,0.37,0.4,174080,0.69,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/d/d7/Night_on_the_Docks_-_Piano_%28ISRC_USUAN1100135%29.mp3,https://upload.wikimedia.org/wikipedia/commons/d/d7/Night_on_the_Docks_-_Piano_%28ISRC_USUAN1100135%29.mp3,https://commons.wikimedia.org/wiki/File:Night_on_the_Docks_-_Piano_(ISRC_USUAN1100135).mp3,https://creativecommons.org/licenses/by/3.0,wikimedia_commons
commons-64738051,Wallpaper,Kevin MacLeod,Incompetech Instrumental Essentials,happy,0.5,0.5,220056,0.45,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/1/1e/Wallpaper_%28ISRC_USUAN1100843%29.mp3,https://upload.wikimedia.org/wikipedia/commons/1/1e/Wallpaper_%28ISRC_USUAN1100843%29.mp3,https://commons.wikimedia.org/wiki/File:Wallpaper_(ISRC_USUAN1100843).mp3,https://creativecommons.org/licenses/by/3.0,wikimedia_commons
commons-8173270,"Living Voyage (MacLeod, Kevin)",Kevin MacLeod,Incompetech Instrumental Essentials,relaxed,0.59,0.48,208588,0.63,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/5/5f/Living_Voyage_%28MacLeod%2C_Kevin%29_%28ISRC_USUAN1100594%29.oga,https://upload.wikimedia.org/wikipedia/commons/5/5f/Living_Voyage_%28MacLeod%2C_Kevin%29_%28ISRC_USUAN1100594%29.oga,"https://commons.wikimedia.org/wiki/File:Living_Voyage_(MacLeod,_Kevin)_(ISRC_USUAN1100594).oga",https://creativecommons.org/licenses/by/3.0/us/deed.en,wikimedia_commons
commons-95013425,Scp X3x (I Am Not OK) by Kevin MacLeod,Kevin MacLeod,Incompetech Instrumental Essentials,tense,0.28,0.58,279745,0.63,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/2/21/Scp_X3x_%28I_Am_Not_OK%29_by_Kevin_MacLeod.ogg,https://upload.wikimedia.org/wikipedia/commons/2/21/Scp_X3x_%28I_Am_Not_OK%29_by_Kevin_MacLeod.ogg,https://commons.wikimedia.org/wiki/File:Scp_X3x_(I_Am_Not_OK)_by_Kevin_MacLeod.ogg,https://creativecommons.org/licenses/by/4.0,wikimedia_commons
commons-64754343,Just As Soon,Kevin MacLeod,Incompetech Instrumental Essentials,sad_low,0.48,0.4,228127,0.63,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/7/73/Just_As_Soon_%28ISRC_USUAN1100185%29.mp3,https://upload.wikimedia.org/wikipedia/commons/7/73/Just_As_Soon_%28ISRC_USUAN1100185%29.mp3,https://commons.wikimedia.org/wiki/File:Just_As_Soon_(ISRC_USUAN1100185).mp3,https://creativecommons.org/licenses/by/3.0,wikimedia_commons
commons-64742301,Impact Moderato,Kevin MacLeod,Incompetech Instrumental Essentials,happy,0.5,0.5,75677,0.45,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/a/a7/Impact_Moderato_%28ISRC_USUAN1100618%29.mp3,https://upload.wikimedia.org/wikipedia/commons/a/a7/Impact_Moderato_%28ISRC_USUAN1100618%29.mp3,https://commons.wikimedia.org/wiki/File:Impact_Moderato_(ISRC_USUAN1100618).mp3,https://creativecommons.org/licenses/by/3.0,wikimedia_commons
commons-64743195,Living Voyage,Kevin MacLeod,Incompetech Instrumental Essentials,relaxed,0.59,0.48,208588,0.63,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/b/bb/Living_Voyage_%28ISRC_USUAN1100594%29.mp3,https://upload.wikimedia.org/wikipedia/commons/b/bb/Living_Voyage_%28ISRC_USUAN1100594%29.mp3,https://commons.wikimedia.org/wiki/File:Living_Voyage_(ISRC_USUAN1100594).mp3,https://creativecommons.org/licenses/by/3.0,wikimedia_commons
commons-64729347,Malicious,Kevin MacLeod,Incompetech Instrumental Essentials,tense,0.39,0.58,222929,0.57,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/8/8d/Malicious_%28ISRC_USUAN1700045%29.mp3,https://upload.wikimedia.org/wikipedia/commons/8/8d/Malicious_%28ISRC_USUAN1700045%29.mp3,https://commons.wikimedia.org/wiki/File:Malicious_(ISRC_USUAN1700045).mp3,https://creativecommons.org/licenses/by/3.0,wikimedia_commons
commons-64755547,Opportunity Walks,Kevin MacLeod,Incompetech Instrumental Essentials,sad_low,0.48,0.4,161620,0.63,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/b/b7/Opportunity_Walks_%28ISRC_USUAN1100123%29.mp3,https://upload.wikimedia.org/wikipedia/commons/b/b7/Opportunity_Walks_%28ISRC_USUAN1100123%29.mp3,https://commons.wikimedia.org/wiki/File:Opportunity_Walks_(ISRC_USUAN1100123).mp3,https://creativecommons.org/licenses/by/3.0,wikimedia_commons
commons-36114027,"Bushwick Tarantella (MacLeod, Kevin)",Kevin MacLeod,Incompetech Instrumental Essentials,happy,0.77,0.58,203640,0.69,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/b/b6/Bushwick_Tarantella_%28MacLeod%2C_Kevin%29_%28ISRC_USUAN1300002%29.oga,https://upload.wikimedia.org/wikipedia/commons/b/b6/Bushwick_Tarantella_%28MacLeod%2C_Kevin%29_%28ISRC_USUAN1300002%29.oga,"https://commons.wikimedia.org/wiki/File:Bushwick_Tarantella_(MacLeod,_Kevin)_(ISRC_USUAN1300002).oga",https://creativecommons.org/licenses/by/3.0/us/deed.en,wikimedia_commons
commons-64738228,StompDance,Kevin MacLeod,Incompetech Instrumental Essentials,relaxed,0.59,0.48,222511,0.63,wikimedia_commons_incompetech_curated,https://upload.wikimedia.org/wikipedia/commons/7/77/StompDance_%28ISRC_USUAN1100828%29.mp3,https://upload.wikimedia.org/wikipedia/commons/7/77/StompDance_%28ISRC_USUAN1100828%29.mp3,https://commons.wikimedia.org/wiki/File:StompDance_(ISRC_USUAN1100828).mp3,https://creativecommons.org/licenses/by/3.0,wikimedia_commons
